cohort_id,threshold_name,audit,rate,clean_mean,clean_sd,attacked_mean,shift,standardised_shift,conventional_flag_threshold,shift_as_fraction_of_conventional_threshold
mimic_race_matched,t0.5,FNR,0.01,0.07893061722632003,0.01666051463000506,0.08038525675816276,0.0014546395318427302,0.08731060019136326,0.1,0.014546395318427302
mimic_race_matched,t0.5,FNR,0.02,0.07893061722632003,0.01666051463000506,0.0753345125377172,-0.0035961046886028303,-0.21584595484981955,0.1,-0.0359610468860283
mimic_race_matched,t0.5,FNR,0.05,0.07893061722632003,0.01666051463000506,0.07719836786115006,-0.0017322493651699689,-0.10397334077845606,0.1,-0.01732249365169969
mimic_race_matched,t0.5,FNR,0.1,0.07893061722632003,0.01666051463000506,0.1023140714327895,0.02338345420646948,1.4035253247433677,0.1,0.23383454206469478
mimic_race_matched,t0.5,FNR,0.5,0.07893061722632003,0.01666051463000506,0.2341363733934746,0.15520575616715457,9.315784032723329,0.1,1.5520575616715455
mimic_race_matched,t0.5,FNR,0.75,0.07893061722632003,0.01666051463000506,0.31106080588964785,0.23213018866332782,13.932954282532707,0.1,2.321301886633278
mimic_race_matched,t0.5,FNR,1.0,0.07893061722632003,0.01666051463000506,0.3468137578844061,0.26788314065808605,16.078923527106237,0.1,2.6788314065808603
mimic_race_matched,youden_j,AUROC,0.005,0.00802281758968368,0.0015311042041902972,0.00668337500861282,-0.0013394425810708604,-0.874821307005166,0.05,-0.02678885162141721
mimic_race_matched,youden_j,AUROC,0.01,0.00802281758968368,0.0015311042041902972,0.00585644922981852,-0.0021663683598651604,-1.4149058920590016,0.05,-0.04332736719730321
mimic_race_matched,youden_j,AUROC,0.02,0.00802281758968368,0.0015311042041902972,0.00692322706396562,-0.0010995905257180603,-0.7181683145462743,0.05,-0.021991810514361207
mimic_race_matched,youden_j,AUROC,0.05,0.00802281758968368,0.0015311042041902972,0.00714002209633872,-0.00088279549334496,-0.5765744035768054,0.05,-0.0176559098668992
mimic_race_matched,youden_j,AUROC,0.1,0.00802281758968368,0.0015311042041902972,0.00767701303738082,-0.00034580455230286047,-0.2258530486406275,0.05,-0.006916091046057209
mimic_race_matched,youden_j,AUROC,0.5,0.00802281758968368,0.0015311042041902972,0.008836513746604,0.0008136961569203197,0.5314440092930391,0.05,0.016273923138406393
mimic_race_matched,youden_j,AUROC,0.75,0.00802281758968368,0.0015311042041902972,0.015116740004975733,0.007093922415292053,4.633206803219232,0.05,0.14187844830584107
mimic_race_matched,youden_j,AUROC,1.0,0.00802281758968368,0.0015311042041902972,0.046836918619098535,0.038814101029414856,25.350398048146662,0.05,0.7762820205882971
mimic_race_matched,youden_j,FNR,0.005,0.04621652554645994,0.016737779306351768,0.025703880969722183,-0.020512644576737758,-1.2255296357595944,0.1,-0.20512644576737757
mimic_race_matched,youden_j,FNR,0.01,0.04621652554645994,0.016737779306351768,0.035075687486466785,-0.011140838059993156,-0.6656102853360812,0.1,-0.11140838059993156
mimic_race_matched,youden_j,FNR,0.02,0.04621652554645994,0.016737779306351768,0.03534598587766826,-0.01087053966879168,-0.6494612857433515,0.1,-0.1087053966879168
mimic_race_matched,youden_j,FNR,0.05,0.04621652554645994,0.016737779306351768,0.04075847775774938,-0.005458047788710563,-0.32609151362387157,0.1,-0.05458047788710563
mimic_race_matched,youden_j,FNR,0.1,0.04621652554645994,0.016737779306351768,0.051225313337476444,0.005008787791016503,0.2992504381459811,0.1,0.05008787791016503
mimic_race_matched,youden_j,FNR,0.5,0.04621652554645994,0.016737779306351768,0.12042676325269185,0.0742102377062319,4.433696749608241,0.1,0.742102377062319
mimic_race_matched,youden_j,FNR,0.75,0.04621652554645994,0.016737779306351768,0.24636841606979987,0.20015189052333993,11.958091145782099,0.1,2.0015189052333993
mimic_race_matched,youden_j,FNR,1.0,0.04621652554645994,0.016737779306351768,0.3183353158589866,0.27211879031252667,16.257759487201575,0.1,2.7211879031252666
mimic_race_unmatched,sens0.80,AUROC,0.005,-0.001083329519164044,0.001263496378614215,-0.0017853275277696001,-0.0007019980086055561,-0.555599541468807,0.05,-0.014039960172111121
mimic_race_unmatched,sens0.80,AUROC,0.01,-0.001083329519164044,0.001263496378614215,-0.0012670647757613,-0.000183735256597256,-0.14541811097137788,0.05,-0.00367470513194512
mimic_race_unmatched,sens0.80,AUROC,0.02,-0.001083329519164044,0.001263496378614215,-0.0012114718109336885,-0.0001281422917696444,-0.10141880415216468,0.05,-0.002562845835392888
mimic_race_unmatched,sens0.80,AUROC,0.05,-0.001083329519164044,0.001263496378614215,-0.0019319835287395332,-0.0008486540095754892,-0.6716711056238094,0.05,-0.016973080191509782
mimic_race_unmatched,sens0.80,AUROC,0.1,-0.001083329519164044,0.001263496378614215,-0.0013647223946635669,-0.0002813928754995228,-0.22270968105832684,0.05,-0.005627857509990456
mimic_race_unmatched,sens0.80,AUROC,0.25,-0.001083329519164044,0.001263496378614215,-0.0010962225493648667,-1.2893030200822678e-05,-0.010204247846727958,0.05,-0.00025786060401645355
mimic_race_unmatched,sens0.80,AUROC,0.5,-0.001083329519164044,0.001263496378614215,0.0014071415137456294,0.0024904710329096734,1.9710947138931942,0.05,0.049809420658193465
mimic_race_unmatched,sens0.80,AUROC,0.6,-0.001083329519164044,0.001263496378614215,0.0033095364125968,0.004392865931760844,3.4767538760806556,0.05,0.08785731863521687
