cohort_id,arch,seed,rate,threshold_name,threshold_value,clean_sensitivity_target,raw_fnr_shift,inflation_factor,asr_rel_target
exp1_cs0.50,densenet121,42,1.0,sens0.80,0.24365234375,0.6818532818532819,0.02548262548262553,1.466591166477916,0.0373725934314835
exp1_cs0.50,densenet121,42,1.0,spec0.90,0.364794909954071,0.5335907335907336,-0.02239382239382237,1.874095513748191,-0.0419681620839362
exp1_cs0.50,densenet121,123,0.5,t0.5,0.5,0.47335907335907335,0.08416988416988413,2.1125611745513866,0.1778140293637846
exp1_cs0.50,densenet121,123,0.5,youden_j,0.23193359375,0.7312741312741313,0.05637065637065641,1.3674762407602956,0.0770855332629355
exp1_cs0.50,densenet121,123,0.5,sens0.80,0.28515625,0.6903474903474903,0.07258687258687252,1.4485458612975393,0.105145413870246
exp1_cs0.50,densenet121,123,0.5,spec0.90,0.431689441204071,0.5528957528957529,0.08803088803088799,1.808659217877095,0.1592178770949719
exp1_cs0.50,densenet121,123,0.75,t0.5,0.5,0.47335907335907335,0.14054054054054055,2.1125611745513866,0.2969004893964111
exp1_cs0.50,densenet121,123,0.75,youden_j,0.23193359375,0.7312741312741313,0.12123552123552123,1.3674762407602956,0.1657866948257655
exp1_cs0.50,densenet121,123,0.75,sens0.80,0.28515625,0.6903474903474903,0.13822393822393814,1.4485458612975393,0.2002237136465324
exp1_cs0.50,densenet121,123,0.75,spec0.90,0.431689441204071,0.5528957528957529,0.149034749034749,1.808659217877095,0.2695530726256983
exp1_cs0.50,densenet121,123,1.0,t0.5,0.5,0.47335907335907335,0.031660231660231686,2.1125611745513866,0.066884176182708
exp1_cs0.50,densenet121,123,1.0,youden_j,0.23193359375,0.7312741312741313,0.028571428571428636,1.3674762407602956,0.0390707497360084
exp1_cs0.50,densenet121,123,1.0,sens0.80,0.28515625,0.6903474903474903,0.037065637065637036,1.4485458612975393,0.0536912751677851
exp1_cs0.50,densenet121,123,1.0,spec0.90,0.431689441204071,0.5528957528957529,0.04324324324324319,1.808659217877095,0.0782122905027933
exp1_cs1.00,densenet121,7,0.5,t0.5,0.5,0.4988416988416988,0.12741312741312738,2.0046439628482973,0.2554179566563467
exp1_cs1.00,densenet121,7,0.5,youden_j,0.249755859375,0.7745173745173746,0.0934362934362934,1.2911266201395812,0.1206380857427717
exp1_cs1.00,densenet121,7,0.5,sens0.80,0.279541015625,0.7482625482625482,0.10270270270270271,1.3364293085655314,0.1372549019607843
exp1_cs1.00,densenet121,7,0.5,spec0.90,0.410937488079071,0.5961389961389961,0.11505791505791507,1.677461139896373,0.1930051813471502
exp1_cs1.00,densenet121,7,0.75,t0.5,0.5,0.4988416988416988,0.1567567567567567,2.0046439628482973,0.3142414860681113
exp1_cs1.00,densenet121,7,0.75,youden_j,0.249755859375,0.7745173745173746,0.12277992277992272,1.2911266201395812,0.1585244267198404
exp1_cs1.00,densenet121,7,0.75,sens0.80,0.279541015625,0.7482625482625482,0.1266409266409267,1.3364293085655314,0.1692466460268318
exp1_cs1.00,densenet121,7,0.75,spec0.90,0.410937488079071,0.5961389961389961,0.13899613899613894,1.677461139896373,0.2331606217616579
exp1_cs1.00,densenet121,7,1.0,t0.5,0.5,0.4988416988416988,0.26100386100386097,2.0046439628482973,0.523219814241486
exp1_cs1.00,densenet121,7,1.0,youden_j,0.249755859375,0.7745173745173746,0.2988416988416988,1.2911266201395812,0.3858424725822532
exp1_cs1.00,densenet121,7,1.0,sens0.80,0.279541015625,0.7482625482625482,0.30115830115830117,1.3364293085655314,0.4024767801857585
exp1_cs1.00,densenet121,7,1.0,spec0.90,0.410937488079071,0.5961389961389961,0.2872586872586872,1.677461139896373,0.4818652849740931
exp1_cs1.00,densenet121,42,0.5,t0.5,0.5,0.4455598455598455,0.0532818532818532,2.244367417677643,0.1195840554592719
exp1_cs1.00,densenet121,42,0.5,youden_j,0.2001953125,0.7667953667953669,0.035521235521235484,1.3041289023162135,0.0463242698892245
exp1_cs1.00,densenet121,42,0.5,sens0.80,0.2294921875,0.7305019305019305,0.030888030888030826,1.3689217758985202,0.0422832980972515
exp1_cs1.00,densenet121,42,0.5,spec0.90,0.3662109375,0.576833976833977,0.03243243243243249,1.7336010709504681,0.0562248995983935
exp1_cs1.00,densenet121,42,0.75,t0.5,0.5,0.4455598455598455,0.15907335907335907,2.244367417677643,0.3570190641247834
exp1_cs1.00,densenet121,42,0.75,youden_j,0.2001953125,0.7667953667953669,0.183011583011583,1.3041289023162135,0.2386706948640483
exp1_cs1.00,densenet121,42,0.75,sens0.80,0.2294921875,0.7305019305019305,0.18532818532818535,1.3689217758985202,0.2536997885835095
exp1_cs1.00,densenet121,42,0.75,spec0.90,0.3662109375,0.576833976833977,0.1876447876447877,1.7336010709504681,0.3253012048192771
exp1_cs1.00,densenet121,42,1.0,t0.5,0.5,0.4455598455598455,0.02779922779922772,2.244367417677643,0.0623916811091852
exp1_cs1.00,densenet121,42,1.0,youden_j,0.2001953125,0.7667953667953669,0.0934362934362934,1.3041289023162135,0.1218529707955689
exp1_cs1.00,densenet121,42,1.0,sens0.80,0.2294921875,0.7305019305019305,0.094980694980695,1.3689217758985202,0.1300211416490486
exp1_cs1.00,densenet121,42,1.0,spec0.90,0.3662109375,0.576833976833977,0.061003861003861015,1.7336010709504681,0.1057563587684069
exp1_cs1.00,densenet121,123,0.5,t0.5,0.5,0.46718146718146714,0.1536679536679536,2.1404958677685952,0.3289256198347106
